customer_id,customer_name,segment,total_orders,total_spent,total_profit,avg_discount,value_segment,segment_threshold_high,segment_threshold_low
CJ-20102,Caroline Jumper,Consumer,1,109.0,2.16,0.0,Low Value,3763.0,728.0
CK-122051,Chloris Kastensmidt,Consumer,11,4487.0,-432.86,0.24,High Value,3763.0,728.0
CK-122052,Chloris Kastensmidt,Consumer,7,4774.0,1464.49,0.057,High Value,3763.0,728.0
CK-122053,Chloris Kastensmidt,Consumer,7,1207.0,138.29,0.2,Mid Value,3763.0,728.0
CK-122054,Chloris Kastensmidt,Consumer,13,3154.0,141.28,0.234,Mid Value,3763.0,728.0
CK-123251,Christine Kargatis,Home Office,7,1916.0,160.52,0.274,Mid Value,3763.0,728.0
CK-123252,Christine Kargatis,Home Office,6,1353.0,357.79,0.086,Mid Value,3763.0,728.0
CK-123253,Christine Kargatis,Home Office,9,3713.0,69.98,0.133,Mid Value,3763.0,728.0
CK-123254,Christine Kargatis,Home Office,5,2946.0,261.22,0.183,Mid Value,3763.0,728.0
CK-125951,Clytie Kelty,Consumer,7,7018.0,1441.63,0.088,High Value,3763.0,728.0
CK-125952,Clytie Kelty,Consumer,8,4945.0,231.02,0.188,High Value,3763.0,728.0
CK-125953,Clytie Kelty,Consumer,7,2144.0,5.48,0.1,Mid Value,3763.0,728.0
CK-125954,Clytie Kelty,Consumer,11,2372.0,497.71,0.184,Mid Value,3763.0,728.0
CK-127601,Cyma Kinney,Corporate,4,1002.0,-273.86,0.226,Mid Value,3763.0,728.0
CK-127602,Cyma Kinney,Corporate,6,2293.0,412.9,0.015,Mid Value,3763.0,728.0
CK-127603,Cyma Kinney,Corporate,7,1700.0,98.88,0.164,Mid Value,3763.0,728.0
CK-127604,Cyma Kinney,Corporate,9,1583.0,-338.43,0.15,Mid Value,3763.0,728.0
CK-22051,Chloris Kastensmidt,Consumer,1,3.0,-3.26,0.7,Low Value,3763.0,728.0
CK-22052,Chloris Kastensmidt,Consumer,4,947.0,-342.13,0.342,Mid Value,3763.0,728.0
CK-23251,Christine Kargatis,Home Office,4,260.0,37.19,0.117,Low Value,3763.0,728.0
CK-23252,Christine Kargatis,Home Office,4,2867.0,494.01,0.0,Mid Value,3763.0,728.0
CK-25951,Clytie Kelty,Consumer,2,115.0,34.62,0.0,Low Value,3763.0,728.0
CK-25952,Clytie Kelty,Consumer,1,547.0,163.17,0.0,Low Value,3763.0,728.0
CK-27601,Cyma Kinney,Corporate,5,2081.0,377.19,0.0,Mid Value,3763.0,728.0
CK-27602,Cyma Kinney,Corporate,7,1937.0,248.7,0.05,Mid Value,3763.0,728.0
CL-118901,Carl Ludwig,Consumer,7,6746.0,50.41,0.267,High Value,3763.0,728.0
CL-118902,Carl Ludwig,Consumer,6,2709.0,604.37,0.212,Mid Value,3763.0,728.0
CL-118903,Carl Ludwig,Consumer,14,6904.0,-1230.61,0.063,High Value,3763.0,728.0
CL-118904,Carl Ludwig,Consumer,4,1262.0,328.08,0.057,Mid Value,3763.0,728.0
CL-125651,Clay Ludtke,Consumer,3,724.0,79.38,0.0,Low Value,3763.0,728.0
CL-125652,Clay Ludtke,Consumer,9,3424.0,-1374.26,0.179,Mid Value,3763.0,728.0
CL-125653,Clay Ludtke,Consumer,6,1979.0,-24.33,0.1,Mid Value,3763.0,728.0
CL-125654,Clay Ludtke,Consumer,12,10881.0,1933.78,0.114,High Value,3763.0,728.0
CL-127001,Craig Leslie,Home Office,9,10184.0,1242.49,0.165,High Value,3763.0,728.0
CL-127002,Craig Leslie,Home Office,8,2902.0,350.3,0.073,Mid Value,3763.0,728.0
CL-127003,Craig Leslie,Home Office,9,2506.0,741.65,0.05,Mid Value,3763.0,728.0
CL-127004,Craig Leslie,Home Office,5,2354.0,229.01,0.188,Mid Value,3763.0,728.0
CL-18901,Carl Ludwig,Consumer,5,325.0,41.35,0.14,Low Value,3763.0,728.0
CL-18902,Carl Ludwig,Consumer,1,53.0,26.64,0.0,Low Value,3763.0,728.0
CL-18903,Carl Ludwig,Consumer,3,181.0,15.49,0.1,Low Value,3763.0,728.0
CL-25651,Clay Ludtke,Consumer,4,2713.0,755.97,0.0,Mid Value,3763.0,728.0
CL-25652,Clay Ludtke,Consumer,2,63.0,-47.12,0.4,Low Value,3763.0,728.0
CL-27001,Craig Leslie,Home Office,2,1393.0,137.37,0.0,Mid Value,3763.0,728.0
CL-27002,Craig Leslie,Home Office,2,39.0,-30.49,0.3,Low Value,3763.0,728.0
CM-118151,Candace McMahon,Corporate,4,4625.0,-519.65,0.31,High Value,3763.0,728.0
CM-118152,Candace McMahon,Corporate,7,5045.0,-1649.81,0.195,High Value,3763.0,728.0
CM-118153,Candace McMahon,Corporate,6,3020.0,-926.65,0.331,Mid Value,3763.0,728.0
CM-118154,Candace McMahon,Corporate,6,1676.0,214.46,0.12,Mid Value,3763.0,728.0
CM-118301,Cari MacIntyre,Corporate,7,4081.0,161.91,0.237,High Value,3763.0,728.0
CM-118302,Cari MacIntyre,Corporate,11,11303.0,1844.32,0.127,High Value,3763.0,728.0
CM-118303,Cari MacIntyre,Corporate,6,1447.0,438.46,0.04,Mid Value,3763.0,728.0
CM-119351,Carlos Meador,Consumer,6,3551.0,752.49,0.08,Mid Value,3763.0,728.0
CM-119352,Carlos Meador,Consumer,6,2261.0,581.53,0.131,Mid Value,3763.0,728.0
CM-119353,Carlos Meador,Consumer,4,3313.0,790.8,0.022,Mid Value,3763.0,728.0
CM-119354,Carlos Meador,Consumer,2,565.0,-43.73,0.2,Low Value,3763.0,728.0
CM-121151,Chad McGuire,Consumer,7,7791.0,495.34,0.164,High Value,3763.0,728.0
CM-121152,Chad McGuire,Consumer,4,3738.0,1287.84,0.015,Mid Value,3763.0,728.0
CM-121153,Chad McGuire,Consumer,5,1467.0,-27.43,0.2,Mid Value,3763.0,728.0
CM-121154,Chad McGuire,Consumer,4,1662.0,409.07,0.029,Mid Value,3763.0,728.0
CM-121601,Charles McCrossin,Consumer,8,8870.0,715.13,0.296,High Value,3763.0,728.0
CM-121602,Charles McCrossin,Consumer,7,2667.0,136.57,0.046,Mid Value,3763.0,728.0
CM-121603,Charles McCrossin,Consumer,5,3840.0,-24.77,0.3,High Value,3763.0,728.0
CM-121604,Charles McCrossin,Consumer,6,2533.0,-394.37,0.243,Mid Value,3763.0,728.0
CM-121901,Charlotte Melton,Consumer,5,2052.0,-128.14,0.349,Mid Value,3763.0,728.0
CM-121902,Charlotte Melton,Consumer,6,5985.0,261.67,0.075,High Value,3763.0,728.0
CM-121903,Charlotte Melton,Consumer,8,1864.0,373.75,0.025,Mid Value,3763.0,728.0
CM-121904,Charlotte Melton,Consumer,6,1475.0,91.2,0.071,Mid Value,3763.0,728.0
CM-122351,Chris McAfee,Consumer,7,4720.0,1097.82,0.134,High Value,3763.0,728.0
CM-122352,Chris McAfee,Consumer,6,2006.0,144.83,0.025,Mid Value,3763.0,728.0
CM-122353,Chris McAfee,Consumer,4,2346.0,346.31,0.061,Mid Value,3763.0,728.0
CM-122354,Chris McAfee,Consumer,5,2306.0,365.04,0.075,Mid Value,3763.0,728.0
CM-123851,Christopher Martinez,Consumer,11,7050.0,-552.61,0.178,High Value,3763.0,728.0
CM-123852,Christopher Martinez,Consumer,4,975.0,-391.95,0.286,Mid Value,3763.0,728.0
CM-123853,Christopher Martinez,Consumer,6,4902.0,74.63,0.217,High Value,3763.0,728.0
CM-123854,Christopher Martinez,Consumer,4,8953.0,3899.89,0.12,High Value,3763.0,728.0
CM-124451,Chuck Magee,Consumer,6,3891.0,860.55,0.165,High Value,3763.0,728.0
CM-124452,Chuck Magee,Consumer,5,4322.0,24.7,0.055,High Value,3763.0,728.0
CM-124453,Chuck Magee,Consumer,11,3473.0,238.46,0.195,Mid Value,3763.0,728.0
CM-124454,Chuck Magee,Consumer,3,287.0,64.43,0.078,Low Value,3763.0,728.0
CM-126551,Corinna Mitchell,Home Office,5,1068.0,160.36,0.118,Mid Value,3763.0,728.0
CM-126552,Corinna Mitchell,Home Office,2,4740.0,-1765.36,0.361,High Value,3763.0,728.0
CM-126553,Corinna Mitchell,Home Office,5,2041.0,-701.41,0.263,Mid Value,3763.0,728.0
CM-126554,Corinna Mitchell,Home Office,6,6340.0,1572.46,0.072,High Value,3763.0,728.0
CM-127151,Craig Molinari,Corporate,3,1650.0,156.5,0.188,Mid Value,3763.0,728.0
CM-127152,Craig Molinari,Corporate,6,1243.0,179.68,0.045,Mid Value,3763.0,728.0
CM-127153,Craig Molinari,Corporate,6,1513.0,402.9,0.1,Mid Value,3763.0,728.0
CM-127154,Craig Molinari,Corporate,4,3985.0,176.31,0.309,High Value,3763.0,728.0
CM-18151,Candace McMahon,Corporate,4,392.0,82.85,0.02,Low Value,3763.0,728.0
CM-18152,Candace McMahon,Corporate,1,40.0,0.0,0.0,Low Value,3763.0,728.0
CM-18301,Cari MacIntyre,Corporate,5,3061.0,-38.28,0.438,Mid Value,3763.0,728.0
CM-18302,Cari MacIntyre,Corporate,8,1716.0,78.27,0.12,Mid Value,3763.0,728.0
CM-19351,Carlos Meador,Consumer,4,160.0,16.31,0.525,Low Value,3763.0,728.0
CM-19352,Carlos Meador,Consumer,3,298.0,108.96,0.0,Low Value,3763.0,728.0
CM-21151,Chad McGuire,Consumer,2,1304.0,146.58,0.0,Mid Value,3763.0,728.0
CM-21152,Chad McGuire,Consumer,1,604.0,130.95,0.0,Low Value,3763.0,728.0
CM-21601,Charles McCrossin,Consumer,4,2144.0,271.08,0.0,Mid Value,3763.0,728.0
CM-21602,Charles McCrossin,Consumer,1,102.0,43.05,0.0,Low Value,3763.0,728.0
CM-21901,Charlotte Melton,Consumer,3,1317.0,-513.12,0.35,Mid Value,3763.0,728.0
CM-21902,Charlotte Melton,Consumer,1,134.0,32.43,0.0,Low Value,3763.0,728.0
CM-22351,Chris McAfee,Consumer,1,8.0,-13.3,0.7,Low Value,3763.0,728.0
CM-22352,Chris McAfee,Consumer,4,235.0,-53.0,0.3,Low Value,3763.0,728.0
CM-23851,Christopher Martinez,Consumer,3,553.0,-25.09,0.175,Low Value,3763.0,728.0
CM-23852,Christopher Martinez,Consumer,1,27.0,5.16,0.0,Low Value,3763.0,728.0
CM-24451,Chuck Magee,Consumer,1,341.0,86.7,0.0,Low Value,3763.0,728.0
CM-24452,Chuck Magee,Consumer,3,1401.0,201.83,0.2,Mid Value,3763.0,728.0
CM-26551,Corinna Mitchell,Home Office,5,412.0,-130.56,0.35,Low Value,3763.0,728.0
CM-26552,Corinna Mitchell,Home Office,7,979.0,-90.55,0.369,Mid Value,3763.0,728.0
CM-27151,Craig Molinari,Corporate,3,629.0,-63.26,0.3,Low Value,3763.0,728.0
CM-27152,Craig Molinari,Corporate,4,2210.0,358.22,0.1,Mid Value,3763.0,728.0
CP-120851,Cathy Prescott,Corporate,3,3889.0,357.17,0.203,High Value,3763.0,728.0
CP-120852,Cathy Prescott,Corporate,5,1632.0,202.44,0.138,Mid Value,3763.0,728.0
CP-120853,Cathy Prescott,Corporate,7,3262.0,-366.26,0.133,Mid Value,3763.0,728.0
CP-120854,Cathy Prescott,Corporate,8,5401.0,427.03,0.143,High Value,3763.0,728.0
CP-123401,Christine Phan,Corporate,7,6559.0,1513.52,0.12,High Value,3763.0,728.0
CP-123402,Christine Phan,Corporate,7,2537.0,376.5,0.067,Mid Value,3763.0,728.0
CP-123403,Christine Phan,Corporate,8,5127.0,143.25,0.105,High Value,3763.0,728.0
CP-123404,Christine Phan,Corporate,8,5889.0,-1850.3,0.213,High Value,3763.0,728.0
CP-20851,Cathy Prescott,Corporate,3,1887.0,550.35,0.0,Mid Value,3763.0,728.0
CP-20852,Cathy Prescott,Corporate,1,885.0,246.33,0.0,Mid Value,3763.0,728.0
CP-20853,Cathy Prescott,Corporate,6,2814.0,333.51,0.164,Mid Value,3763.0,728.0
CP-23401,Christine Phan,Corporate,3,4136.0,1407.75,0.0,High Value,3763.0,728.0
CP-23402,Christine Phan,Corporate,1,909.0,157.56,0.0,Mid Value,3763.0,728.0
CR-125801,Clay Rozendal,Home Office,8,4013.0,-102.52,0.252,High Value,3763.0,728.0
CR-125802,Clay Rozendal,Home Office,5,2143.0,809.16,0.0,Mid Value,3763.0,728.0
CR-125803,Clay Rozendal,Home Office,3,397.0,36.99,0.05,Low Value,3763.0,728.0
CR-125804,Clay Rozendal,Home Office,4,2149.0,74.4,0.133,Mid Value,3763.0,728.0
CR-126251,Corey Roper,Home Office,12,13043.0,921.25,0.261,High Value,3763.0,728.0
CR-126252,Corey Roper,Home Office,6,1164.0,214.06,0.067,Mid Value,3763.0,728.0
CR-126253,Corey Roper,Home Office,7,2593.0,198.51,0.12,Mid Value,3763.0,728.0
CR-126254,Corey Roper,Home Office,3,475.0,144.76,0.0,Low Value,3763.0,728.0
CR-127301,Craig Reiter,Consumer,10,8626.0,1294.85,0.208,High Value,3763.0,728.0
CR-127302,Craig Reiter,Consumer,3,1625.0,65.27,0.1,Mid Value,3763.0,728.0
CR-127303,Craig Reiter,Consumer,7,7637.0,-18.99,0.246,High Value,3763.0,728.0
CR-127304,Craig Reiter,Consumer,4,1600.0,306.92,0.267,Mid Value,3763.0,728.0
CR-128201,Cyra Reiten,Home Office,4,5354.0,1547.96,0.009,High Value,3763.0,728.0
CR-128202,Cyra Reiten,Home Office,8,1284.0,430.28,0.011,Mid Value,3763.0,728.0
CR-128203,Cyra Reiten,Home Office,9,6434.0,1329.68,0.075,High Value,3763.0,728.0
CR-128204,Cyra Reiten,Home Office,3,1397.0,83.27,0.131,Mid Value,3763.0,728.0
CR-25801,Clay Rozendal,Home Office,3,2793.0,1030.28,0.35,Mid Value,3763.0,728.0
CR-25802,Clay Rozendal,Home Office,2,264.0,97.68,0.0,Low Value,3763.0,728.0
CR-26251,Corey Roper,Home Office,5,1216.0,244.91,0.117,Mid Value,3763.0,728.0
CR-26252,Corey Roper,Home Office,1,100.0,25.47,0.0,Low Value,3763.0,728.0
CR-26253,Corey Roper,Home Office,3,3763.0,596.17,0.171,High Value,3763.0,728.0
CR-27301,Craig Reiter,Consumer,6,986.0,-271.68,0.445,Mid Value,3763.0,728.0
CR-27302,Craig Reiter,Consumer,5,374.0,59.08,0.387,Low Value,3763.0,728.0
CR-28201,Cyra Reiten,Home Office,4,600.0,117.18,0.14,Low Value,3763.0,728.0
CR-28202,Cyra Reiten,Home Office,4,588.0,-195.65,0.3,Low Value,3763.0,728.0
CS-118451,Cari Sayre,Corporate,11,16655.0,2995.58,0.163,High Value,3763.0,728.0
CS-118452,Cari Sayre,Corporate,5,850.0,-81.9,0.2,Mid Value,3763.0,728.0
CS-118453,Cari Sayre,Corporate,5,1689.0,175.92,0.171,Mid Value,3763.0,728.0
CS-118454,Cari Sayre,Corporate,5,1279.0,185.38,0.275,Mid Value,3763.0,728.0
CS-118601,Cari Schnelling,Consumer,2,2474.0,-356.17,0.175,Mid Value,3763.0,728.0
CS-118602,Cari Schnelling,Consumer,6,4358.0,1439.73,0.063,High Value,3763.0,728.0
CS-118603,Cari Schnelling,Consumer,7,3188.0,-219.05,0.145,Mid Value,3763.0,728.0
CS-118604,Cari Schnelling,Consumer,6,538.0,105.83,0.229,Low Value,3763.0,728.0
CS-119501,Carlos Soltero,Consumer,6,3771.0,-146.21,0.259,High Value,3763.0,728.0
CS-119502,Carlos Soltero,Consumer,7,3883.0,-939.18,0.356,High Value,3763.0,728.0
CS-119503,Carlos Soltero,Consumer,7,3530.0,63.74,0.117,Mid Value,3763.0,728.0
CS-119504,Carlos Soltero,Consumer,11,3038.0,-126.42,0.264,Mid Value,3763.0,728.0
CS-121301,Chad Sievert,Consumer,9,4964.0,-360.83,0.285,High Value,3763.0,728.0
CS-121302,Chad Sievert,Consumer,4,3528.0,381.07,0.137,Mid Value,3763.0,728.0
CS-121303,Chad Sievert,Consumer,5,1603.0,477.38,0.0,Mid Value,3763.0,728.0
CS-121304,Chad Sievert,Consumer,4,885.0,143.83,0.114,Mid Value,3763.0,728.0
CS-121751,Charles Sheldon,Corporate,17,13516.0,2492.53,0.123,High Value,3763.0,728.0
CS-121752,Charles Sheldon,Corporate,4,1748.0,477.51,0.0,Mid Value,3763.0,728.0
CS-121753,Charles Sheldon,Corporate,3,602.0,30.83,0.15,Low Value,3763.0,728.0
CS-121754,Charles Sheldon,Corporate,5,844.0,113.14,0.163,Mid Value,3763.0,728.0
CS-122501,Chris Selesnick,Corporate,5,2520.0,526.82,0.126,Mid Value,3763.0,728.0
CS-122502,Chris Selesnick,Corporate,8,5663.0,684.01,0.05,High Value,3763.0,728.0
CS-122503,Chris Selesnick,Corporate,5,1560.0,261.64,0.167,Mid Value,3763.0,728.0
CS-122504,Chris Selesnick,Corporate,12,2757.0,738.36,0.057,Mid Value,3763.0,728.0
CS-123551,Christine Sundaresam,Consumer,5,3244.0,-1149.54,0.374,Mid Value,3763.0,728.0
CS-123552,Christine Sundaresam,Consumer,4,568.0,148.16,0.02,Low Value,3763.0,728.0
CS-123553,Christine Sundaresam,Consumer,11,2227.0,53.8,0.147,Mid Value,3763.0,728.0
CS-123554,Christine Sundaresam,Consumer,11,3201.0,831.94,0.082,Mid Value,3763.0,728.0
CS-124001,Christopher Schild,Home Office,4,2117.0,688.21,0.035,Mid Value,3763.0,728.0
CS-124002,Christopher Schild,Home Office,5,1413.0,300.46,0.025,Mid Value,3763.0,728.0
CS-124003,Christopher Schild,Home Office,5,3041.0,727.2,0.04,Mid Value,3763.0,728.0
CS-124004,Christopher Schild,Home Office,9,3651.0,-342.8,0.214,Mid Value,3763.0,728.0
CS-124601,Chuck Sachs,Consumer,7,8390.0,922.28,0.051,High Value,3763.0,728.0
CS-124602,Chuck Sachs,Consumer,7,6210.0,1414.93,0.043,High Value,3763.0,728.0
CS-124603,Chuck Sachs,Consumer,7,4937.0,307.8,0.077,High Value,3763.0,728.0
CS-124604,Chuck Sachs,Consumer,2,551.0,156.26,0.067,Low Value,3763.0,728.0
CS-124901,Cindy Schnelling,Corporate,8,2831.0,171.51,0.05,Mid Value,3763.0,728.0
CS-124902,Cindy Schnelling,Corporate,8,1506.0,-84.3,0.343,Mid Value,3763.0,728.0
CS-124903,Cindy Schnelling,Corporate,10,5698.0,-206.59,0.232,High Value,3763.0,728.0
CS-124904,Cindy Schnelling,Corporate,4,1076.0,-302.88,0.25,Mid Value,3763.0,728.0
CS-125051,Cindy Stewart,Consumer,3,2179.0,-267.58,0.18,Mid Value,3763.0,728.0
CS-125052,Cindy Stewart,Consumer,1,503.0,131.05,0.025,Low Value,3763.0,728.0
CS-125053,Cindy Stewart,Consumer,6,3164.0,325.55,0.109,Mid Value,3763.0,728.0
CS-125054,Cindy Stewart,Consumer,6,5691.0,-6626.39,0.2,High Value,3763.0,728.0
CS-18451,Cari Sayre,Corporate,3,204.0,42.75,0.0,Low Value,3763.0,728.0
CS-18452,Cari Sayre,Corporate,5,1390.0,-402.41,0.412,Mid Value,3763.0,728.0
CS-18601,Cari Schnelling,Consumer,4,861.0,163.44,0.0,Mid Value,3763.0,728.0
CS-18602,Cari Schnelling,Consumer,5,760.0,186.11,0.138,Mid Value,3763.0,728.0
CS-19501,Carlos Soltero,Consumer,2,533.0,244.47,0.0,Low Value,3763.0,728.0
CS-19502,Carlos Soltero,Consumer,2,80.0,8.76,0.0,Low Value,3763.0,728.0
CS-19503,Carlos Soltero,Consumer,1,101.0,-105.23,0.6,Low Value,3763.0,728.0
CS-21301,Chad Sievert,Consumer,2,466.0,49.8,0.0,Low Value,3763.0,728.0
CS-21302,Chad Sievert,Consumer,1,25.0,6.03,0.0,Low Value,3763.0,728.0
CS-21303,Chad Sievert,Consumer,1,877.0,-701.35,0.6,Mid Value,3763.0,728.0
CS-21751,Charles Sheldon,Corporate,2,1380.0,387.2,0.025,Mid Value,3763.0,728.0
CS-21752,Charles Sheldon,Corporate,3,1960.0,827.37,0.0,Mid Value,3763.0,728.0
CS-22501,Chris Selesnick,Corporate,1,179.0,43.68,0.0,Low Value,3763.0,728.0
CS-22502,Chris Selesnick,Corporate,3,1739.0,347.99,0.06,Mid Value,3763.0,728.0
CS-23551,Christine Sundaresam,Consumer,3,925.0,104.97,0.0,Mid Value,3763.0,728.0
CS-23552,Christine Sundaresam,Consumer,6,381.0,9.51,0.267,Low Value,3763.0,728.0
CS-24001,Christopher Schild,Home Office,3,1742.0,588.18,0.0,Mid Value,3763.0,728.0
CS-24002,Christopher Schild,Home Office,2,552.0,118.8,0.0,Low Value,3763.0,728.0
CS-24601,Chuck Sachs,Consumer,3,1707.0,16.71,0.311,Mid Value,3763.0,728.0
CS-24602,Chuck Sachs,Consumer,5,964.0,125.12,0.24,Mid Value,3763.0,728.0
CS-24901,Cindy Schnelling,Corporate,1,14.0,7.05,0.0,Low Value,3763.0,728.0
CS-24902,Cindy Schnelling,Corporate,2,1650.0,604.08,0.0,Mid Value,3763.0,728.0
CS-25051,Cindy Stewart,Consumer,4,1804.0,270.33,0.0,Mid Value,3763.0,728.0
CS-25052,Cindy Stewart,Consumer,3,91.0,15.48,0.0,Low Value,3763.0,728.0
CT-119951,Carol Triggs,Consumer,4,4812.0,1457.08,0.1,High Value,3763.0,728.0
CT-119952,Carol Triggs,Consumer,9,3598.0,405.43,0.032,Mid Value,3763.0,728.0
CT-119953,Carol Triggs,Consumer,6,2064.0,485.66,0.045,Mid Value,3763.0,728.0
CT-119954,Carol Triggs,Consumer,8,3241.0,161.23,0.161,Mid Value,3763.0,728.0
CT-19951,Carol Triggs,Consumer,2,424.0,-71.59,0.2,Low Value,3763.0,728.0
CV-122951,Christina VanderZanden,Consumer,5,2602.0,555.11,0.197,Mid Value,3763.0,728.0
CV-122952,Christina VanderZanden,Consumer,4,670.0,233.94,0.0,Low Value,3763.0,728.0
CV-122953,Christina VanderZanden,Consumer,6,2940.0,-155.69,0.129,Mid Value,3763.0,728.0
CV-122954,Christina VanderZanden,Consumer,5,2832.0,493.09,0.077,Mid Value,3763.0,728.0
CV-128051,Cynthia Voltz,Corporate,5,3384.0,815.5,0.094,Mid Value,3763.0,728.0
CV-128052,Cynthia Voltz,Corporate,5,3926.0,787.67,0.05,High Value,3763.0,728.0
CV-128053,Cynthia Voltz,Corporate,1,84.0,35.28,0.0,Low Value,3763.0,728.0
CV-128054,Cynthia Voltz,Corporate,9,2372.0,99.0,0.243,Mid Value,3763.0,728.0
CV-22951,Christina VanderZanden,Consumer,4,387.0,-75.63,0.262,Low Value,3763.0,728.0
CV-22952,Christina VanderZanden,Consumer,5,896.0,-445.48,0.38,Mid Value,3763.0,728.0
CV-28051,Cynthia Voltz,Corporate,3,3070.0,930.92,0.02,Mid Value,3763.0,728.0
CV-28052,Cynthia Voltz,Corporate,4,2021.0,-758.26,0.2,Mid Value,3763.0,728.0
CW-119051,Carl Weiss,Home Office,6,2652.0,194.35,0.059,Mid Value,3763.0,728.0
CW-119052,Carl Weiss,Home Office,8,7410.0,1956.35,0.074,High Value,3763.0,728.0
CW-119053,Carl Weiss,Home Office,5,1721.0,114.32,0.156,Mid Value,3763.0,728.0
CW-119054,Carl Weiss,Home Office,6,1138.0,370.83,0.091,Mid Value,3763.0,728.0
CW-19051,Carl Weiss,Home Office,3,922.0,179.1,0.0,Mid Value,3763.0,728.0
CW-19052,Carl Weiss,Home Office,1,514.0,192.45,0.0,Low Value,3763.0,728.0
CY-127451,Craig Yedwab,Corporate,8,3267.0,1117.59,0.036,Mid Value,3763.0,728.0
CY-127452,Craig Yedwab,Corporate,8,3642.0,484.17,0.059,Mid Value,3763.0,728.0
CY-127453,Craig Yedwab,Corporate,7,4118.0,58.85,0.129,High Value,3763.0,728.0
CY-127454,Craig Yedwab,Corporate,8,2900.0,60.65,0.2,Mid Value,3763.0,728.0
CY-27451,Craig Yedwab,Corporate,3,262.0,-187.63,0.14,Low Value,3763.0,728.0
CY-27452,Craig Yedwab,Corporate,1,31.0,8.61,0.0,Low Value,3763.0,728.0
Co-126401,Corey-Lock,Consumer,8,6813.0,1107.81,0.076,High Value,3763.0,728.0
Co-126402,Corey-Lock,Consumer,6,1560.0,-160.02,0.156,Mid Value,3763.0,728.0
Co-126403,Corey-Lock,Consumer,6,2607.0,141.74,0.055,Mid Value,3763.0,728.0
Co-126404,Corey-Lock,Consumer,5,1300.0,205.63,0.175,Mid Value,3763.0,728.0
Co-26401,Corey-Lock,Consumer,3,755.0,-99.72,0.382,Mid Value,3763.0,728.0
Co-26402,Corey-Lock,Consumer,2,14.0,0.6,0.3,Low Value,3763.0,728.0
DA-134501,Dianna Arnett,Home Office,6,3460.0,186.34,0.174,Mid Value,3763.0,728.0
DA-134502,Dianna Arnett,Home Office,7,2972.0,-945.2,0.404,Mid Value,3763.0,728.0
DA-134503,Dianna Arnett,Home Office,8,6447.0,-124.0,0.072,High Value,3763.0,728.0
DA-134504,Dianna Arnett,Home Office,4,157.0,56.79,0.125,Low Value,3763.0,728.0
DA-34501,Dianna Arnett,Home Office,2,1237.0,361.08,0.0,Mid Value,3763.0,728.0
DA-34502,Dianna Arnett,Home Office,2,975.0,167.16,0.0,Mid Value,3763.0,728.0
DB-129101,Daniel Byrd,Home Office,4,1088.0,-49.71,0.114,Mid Value,3763.0,728.0
DB-129102,Daniel Byrd,Home Office,5,5773.0,1314.88,0.127,High Value,3763.0,728.0
DB-129103,Daniel Byrd,Home Office,10,3307.0,-914.55,0.248,Mid Value,3763.0,728.0
DB-129104,Daniel Byrd,Home Office,8,2172.0,431.37,0.154,Mid Value,3763.0,728.0
DB-129701,Darren Budd,Corporate,2,808.0,116.28,0.1,Mid Value,3763.0,728.0
DB-129702,Darren Budd,Corporate,4,5520.0,133.96,0.125,High Value,3763.0,728.0
DB-129703,Darren Budd,Corporate,5,2840.0,213.0,0.166,Mid Value,3763.0,728.0
DB-130601,Dave Brooks,Consumer,7,9904.0,1955.55,0.161,High Value,3763.0,728.0
DB-130602,Dave Brooks,Consumer,8,7873.0,894.9,0.2,High Value,3763.0,728.0
DB-130603,Dave Brooks,Consumer,4,1169.0,-7.86,0.184,Mid Value,3763.0,728.0
DB-130604,Dave Brooks,Consumer,7,4532.0,473.03,0.185,High Value,3763.0,728.0
DB-131201,David Bremer,Corporate,3,350.0,64.59,0.225,Low Value,3763.0,728.0
DB-131202,David Bremer,Corporate,4,1953.0,-693.77,0.236,Mid Value,3763.0,728.0
DB-131203,David Bremer,Corporate,2,327.0,22.37,0.134,Low Value,3763.0,728.0
DB-131204,David Bremer,Corporate,7,2974.0,-1421.77,0.143,Mid Value,3763.0,728.0
DB-132101,Dean Braden,Consumer,7,2179.0,146.84,0.226,Mid Value,3763.0,728.0
DB-132102,Dean Braden,Consumer,5,6544.0,720.6,0.1,High Value,3763.0,728.0
DB-132103,Dean Braden,Consumer,5,2689.0,442.56,0.16,Mid Value,3763.0,728.0
DB-132104,Dean Braden,Consumer,10,2333.0,169.97,0.186,Mid Value,3763.0,728.0
DB-132701,Deborah Brumfield,Home Office,8,2386.0,143.07,0.235,Mid Value,3763.0,728.0
DB-132702,Deborah Brumfield,Home Office,6,4532.0,443.69,0.075,High Value,3763.0,728.0
DB-132703,Deborah Brumfield,Home Office,3,118.0,-8.13,0.3,Low Value,3763.0,728.0
DB-132704,Deborah Brumfield,Home Office,8,4655.0,841.83,0.208,High Value,3763.0,728.0
DB-133601,Dennis Bolton,Home Office,8,2322.0,8.27,0.235,Mid Value,3763.0,728.0
DB-133602,Dennis Bolton,Home Office,8,1498.0,109.43,0.125,Mid Value,3763.0,728.0
DB-133603,Dennis Bolton,Home Office,7,2018.0,439.74,0.075,Mid Value,3763.0,728.0
DB-133604,Dennis Bolton,Home Office,5,1081.0,291.01,0.083,Mid Value,3763.0,728.0
